species	pathway	partial_spearman_rho_study_adjusted	partial_spearman_p	partial_spearman_fdr_q	response_effect_vector_spearman_rho	common_effect_studies	response_effect_sign_agreement	concordant_positive	concordant_inverse
species:Enterocloster asparagiformis	GLUTORN-PWY: L-ornithine biosynthesis	-0.1011282582012187	0.09664363858188701	0.2808120298008384	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6700: queuosine biosynthesis	0.006049558261766344	0.9210359492280501	0.9664810536943167	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5103: L-isoleucine biosynthesis III	-0.029427812872801894	0.6295870631628115	0.8126911253283166	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5667: CDP-diacylglycerol biosynthesis I	0.08053341956897091	0.18624569441953562	0.41790651713832494	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.08054398629238874	0.1861877445322596	0.41781416481346356	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-4242: pantothenate and coenzyme A biosynthesis III	-0.018470628675922203	0.7621297400361465	0.8892804241592265	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	-0.09510078397103562	0.11832054974498424	0.31797795781480753	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	COA-PWY: coenzyme A biosynthesis I	-0.020141457052474707	0.7413462551572626	0.8780466338690935	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-2942: L-lysine biosynthesis III	-0.02951763778474685	0.6285413198508449	0.8120885999849788	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.14347733958957598	0.018115085002425913	0.09562397532643269	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	-0.00911706983908188	0.8812417483228462	0.9484705002567541	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	HISTSYN-PWY: L-histidine biosynthesis	0.020882923333242685	0.7321818955578775	0.8731858668170585	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-1296: purine ribonucleosides degradation	-0.026475744962230877	0.6643558267385161	0.833709021764548	0.3	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6123: inosine-5'-phosphate biosynthesis I	0.039819261773649695	0.5139260256733839	0.735689368346254	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.14859971170447586	0.014342774212731807	0.08211617762567713	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY66-422: D-galactose degradation V (Leloir pathway)	-0.030559738299091907	0.6164637535879572	0.8046962201683423	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.14322558046904255	0.018320936290261193	0.09640382139594227	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	-0.05339704612951037	0.3812540643252482	0.6281112115831838	0.7000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	0.07546470965784285	0.2155937077975975	0.4555884925902917	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	HSERMETANA-PWY: L-methionine biosynthesis III	0.024261654914051547	0.690917965313952	0.8494262846564249	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6124: inosine-5'-phosphate biosynthesis II	0.036753599406938224	0.5468763137769249	0.7588190553040419	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.1491900418287193	0.013955790151983715	0.08043733392672199	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.01078490694482554	0.8597232627227533	0.937941606658813	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PANTO-PWY: phosphopantothenate biosynthesis I	0.08903868529239761	0.14377094098887286	0.35680316713396515	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.06359456964214526	0.2968946529468711	0.5472359748321912	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	TRPSYN-PWY: L-tryptophan biosynthesis	0.10617783085858427	0.08102604209924587	0.2511844320171231	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-3001: superpathway of L-isoleucine biosynthesis I	-0.006568904792778284	0.9142819567189916	0.963688995061295	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0.1486948524255731	0.014279776599006897	0.08183709819650432	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6168: flavin biosynthesis III (fungi)	0.06820849991397895	0.2631542087407854	0.5106671212361642	0.6000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6936: seleno-amino acid biosynthesis	0.02525761798255005	0.6789202680112338	0.8420789963812527	0.3	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-1861: formaldehyde assimilation II (RuMP Cycle)	-0.08078954300310194	0.1848447954944116	0.41616421669358616	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)	-0.04725630516236979	0.43847320575109344	0.678063288996875	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6317: galactose degradation I (Leloir pathway)	0.035227126617349475	0.5636622628397133	0.7701130778734074	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-5100: pyruvate fermentation to acetate and lactate II	-0.018758177000907157	0.7585402700380715	0.8874364772939295	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7199: pyrimidine deoxyribonucleosides salvage	0.06934665606146288	0.25525274914793644	0.5017442618279414	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.06842241624133438	0.2616564623017508	0.5089569407566285	1.0	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5104: L-isoleucine biosynthesis IV	0.02133796212229262	0.7265763707489358	0.8698544185271172	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6892: thiazole biosynthesis I (E. coli)	0.11466697112833166	0.0594090845426805	0.20625322193260445	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6527: stachyose degradation	-0.0029568182679505753	0.9613572275300558	0.9837076299685887	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7237: myo-, chiro- and scillo-inositol degradation	0.01901631121640934	0.7553223763779778	0.8856154258188018	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	THRESYN-PWY: superpathway of L-threonine biosynthesis	0.027775950866532156	0.6489480024145448	0.824141219303755	0.3	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	0.09353025045988754	0.12454968185001238	0.32824901777556753	0.5	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	0.09353025045988754	0.12454968185001238	0.32824901777556753	0.5	4	0.75	0	0
species:Enterocloster asparagiformis	ANAEROFRUCAT-PWY: homolactic fermentation	0.004570088997202949	0.9403055783935363	0.9742684518486502	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6897: thiamin salvage II	0.08961587910870623	0.1411812351486944	0.35308789757461195	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	0.14029519457340203	0.020870853011544482	0.10518751371632484	1.0	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	-0.025777481221839964	0.672689579995686	0.8384582284991647	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-5973: cis-vaccenate biosynthesis	0.11722940153339803	0.053908583352136434	0.1942770295420063	1.0	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-6703: preQ0 biosynthesis	0.09197590796425748	0.13096209412273765	0.3378236113350193	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	-0.07653449463578048	0.20913921700466434	0.4472925904684595	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	0.13203944682051572	0.02977131857579029	0.13295824496159236	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	-0.045989175588984924	0.45086307886735544	0.687793782905514	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-621: sucrose degradation III (sucrose invertase)	-0.0029772672387076353	0.9610901891838874	0.9836544933589842	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.12717410070223614	0.03640491365543272	0.1515352247099443	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	GLUCONEO-PWY: gluconeogenesis I	-0.00892609711625328	0.8837115652546808	0.9493962757116108	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7663: gondoate biosynthesis (anaerobic)	0.0896533159442254	0.14101450595236967	0.35288373097725656	0.8999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.02930075371506145	0.6310675497702215	0.8136667223794417	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	-0.06027258470123842	0.3228957910066551	0.5741893594105429	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.0429630718355015	0.48123507820126277	0.711128068587425	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.157473017109995	0.009415954941472859	0.06118772286595134	0.8999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY66-400: glycolysis VI (metazoan)	-0.07176776159346032	0.23899426153421507	0.48281735183623603	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	-0.043842266598528	0.4722984490177744	0.7044246269822406	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	METSYN-PWY: L-homoserine and L-methionine biosynthesis	-0.05380176607880487	0.3776502566887591	0.6252343104348674	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	LACTOSECAT-PWY: lactose and galactose degradation I	-0.07852644325177772	0.19749408071962804	0.43244244919998687	0.2	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6353: purine nucleotides degradation II (aerobic)	0.0213973680384636	0.7258456277717293	0.8695051230184473	0.1	4	0.25	0	0
species:Enterocloster asparagiformis	PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0.012058365768691511	0.843361656306208	0.929917784818358	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6305: putrescine biosynthesis IV	-0.05016329218830394	0.41079645094188627	0.654954438945899	0.9	4	1.0	0	0
species:Enterocloster asparagiformis	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	-0.08243092373910278	0.17605069302006385	0.4040130803226506	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	0.09544768837238912	0.11697796867610105	0.3158709828460512	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.11452270095044081	0.05973206497815897	0.2069606258057768	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6608: guanosine nucleotides degradation III	-0.006459518011488433	0.9157040137377189	0.9642139913362953	0.7	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.03752564683117929	0.5384811910828603	0.7530766649099989	1.0	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7234: inosine-5'-phosphate biosynthesis III	-0.03138130017093052	0.6070141736940232	0.7990826045704722	1.0	4	1.0	0	0
species:Enterocloster asparagiformis	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.11024883155986438	0.0699764237853487	0.22894850448744855	0.9	4	1.0	1	0
species:Enterocloster asparagiformis	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	-0.03488478219637375	0.5674604899893348	0.7724818393726727	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-1261: anhydromuropeptides recycling	0.10493951813354688	0.08465348412869246	0.25831026351103203	0.9	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-5484: glycolysis II (from fructose 6-phosphate)	-0.06676388008512428	0.27342276908029156	0.5222465141825297	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	0.02592444307807386	0.6709322275248478	0.8375870626711296	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.11118201459354528	0.0676251414173965	0.22371744849930034	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	-0.12714583488239176	0.036446843433991225	0.15162520620708406	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.0264830573925989	0.6642687688619742	0.833709021764548	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	RHAMCAT-PWY: L-rhamnose degradation I	0.07192705094218325	0.23795065379743702	0.48174786348676457	0.8999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	-0.056394810046824694	0.35505919411164644	0.6045976824065963	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	-0.03552621086070007	0.5603539998853341	0.7680956474914272	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5177: glutaryl-CoA degradation	-0.17735721782059827	0.003395827179771952	0.02960884225608181	0.10000000000000003	4	0.25	0	0
species:Enterocloster asparagiformis	PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	-0.06455056313897489	0.2896775979595993	0.5399878627832447	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	METH-ACETATE-PWY: methanogenesis from acetate	-0.009219133234734719	0.8799222494362948	0.9478293202029159	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY66-399: gluconeogenesis III	-0.01573551953192152	0.796516549233834	0.9068509293836369	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	P441-PWY: superpathway of N-acetylneuraminate degradation	-0.07875397164577325	0.19619456719928693	0.43061275104845553	0.7	4	0.75	0	0
species:Enterocloster asparagiformis	PWYG-321: mycolate biosynthesis	0.011804506899526553	0.8466181503800042	0.9315819813860343	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	FASYN-ELONG-PWY: fatty acid elongation -- saturated	0.026311394139390033	0.6663136856964871	0.8348225072908754	-1.0125574449829841e-18	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5659: GDP-mannose biosynthesis	0.07470604541445293	0.2202567330295526	0.46163931191138513	1.0	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.12987442336947605	0.032583362335110465	0.14103082830028157	0.8999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	CITRULBIO-PWY: L-citrulline biosynthesis	0.21639075437591396	0.00033273446959795997	0.005222308077714323	0.8999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	DAPLYSINESYN-PWY: L-lysine biosynthesis I	-0.1168939014454465	0.05460378529826855	0.19567748060885712	0.30000000000000004	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7664: oleate biosynthesis IV (anaerobic)	0.02407782431829328	0.6931410232722857	0.8509958094281735	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.009874841992059303	0.8714531571175903	0.9438221061345351	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	-0.02348890611449146	0.7002804199716612	0.8550496505001831	0.1	4	0.25	0	0
species:Enterocloster asparagiformis	PWY-6901: superpathway of glucose and xylose degradation	0.03010519262036993	0.6217193422700443	0.8079255949146918	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	HISDEG-PWY: L-histidine degradation I	0.15220740713666064	0.012117569860570412	0.07290466025728531	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.09319011111554028	0.12593168445353223	0.33054244234039054	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7208: superpathway of pyrimidine nucleobases salvage	0.1147072108204884	0.05931925662166524	0.2061433637590742	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	0.0448390777332361	0.4622772410532926	0.6966918420283481	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.020829261243422485	0.7328438916981374	0.8735148126099667	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.12193061957961376	0.044915834024904136	0.17331342589258072	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	0.11973861408505684	0.04893874606382854	0.18297238815568165	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	-0.01270765736459484	0.8350447962593586	0.9258223227286438	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.018451156591989214	0.7623729953706971	0.889327704916594	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	0.06311100958872021	0.30059033396395235	0.5510416775724647	-1.0125574449829841e-18	4	0.75	0	0
species:Enterocloster asparagiformis	P164-PWY: purine nucleobases degradation I (anaerobic)	0.05658707747392882	0.3534186025465547	0.6031800307677738	0.8999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5989: stearate biosynthesis II (bacteria and plants)	0.02195124104522137	0.719044541317946	0.8657762534272022	-0.39999999999999997	4	0.25	0	0
species:Enterocloster asparagiformis	PWY-4984: urea cycle	0.20996175084653712	0.0005027402127310433	0.007176811229589111	1.0	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6606: guanosine nucleotides degradation II	0.03492918466165768	0.5669671683632986	0.7723189623906062	0.4	4	0.5	0	0
species:Enterocloster asparagiformis	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	-0.05026657750892152	0.4098324622887049	0.6541440327581984	0.3	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0.007023698030519259	0.9083725003436064	0.9613296520047401	-1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0.018277979637024815	0.7645374358075392	0.8906110116273331	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-6519: 8-amino-7-oxononanoate biosynthesis I	0.047069123206643394	0.440291107631888	0.6793437239357968	-1.0125574449829841e-18	4	0.75	0	0
species:Enterocloster asparagiformis	PPGPPMET-PWY: ppGpp biosynthesis	-0.14075388169696643	0.02045247191885297	0.10380032763494008	0.6000000000000001	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-4981: L-proline biosynthesis II (from arginine)	-0.009867834660790557	0.8715435877061081	0.9438560516444682	0.3	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	-0.118690855106994	0.05096540670332042	0.1875179292574949	0.1	4	0.5	0	0
species:Enterocloster asparagiformis	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	-0.008930099188967769	0.8836597955284641	0.9493756256857141	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	-0.00896326495574065	0.8832307912046389	0.9491944488356867	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY66-409: superpathway of purine nucleotide salvage	-0.07490166250792651	0.21904757242834225	0.4599695033180074	0.3	4	0.5	0	0
species:Enterocloster asparagiformis	COLANSYN-PWY: colanic acid building blocks biosynthesis	0.08230992087904819	0.17668820951870728	0.4049577232255649	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5971: palmitate biosynthesis II (bacteria and plants)	0.03562507249790971	0.5592625218548354	0.7673695928221363	-0.8999999999999999	4	0.25	0	0
species:Enterocloster asparagiformis	TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis	0.08064756008242022	0.18562042790719543	0.4172308457010691	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PENTOSE-P-PWY: pentose phosphate pathway	0.07943594299446145	0.1923368724430165	0.4256946534291028	0.8999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	-0.07834807484353555	0.19851719185984254	0.4338251767924393	0.7000000000000001	4	0.75	0	0
species:Enterocloster asparagiformis	GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	-0.02202045253700673	0.7181962235027312	0.8652634024643211	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7456: mannan degradation	0.05278989696246526	0.38669960130299724	0.6331703321432298	1.0	4	1.0	1	0
species:Enterocloster asparagiformis	TCA: TCA cycle I (prokaryotic)	-0.08185435732636426	0.179103742163966	0.4083290827460369	0.7	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-5030: L-histidine degradation III	0.15709107748917853	0.009592203918798631	0.061955494827606004	0.7999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-7013: L-1,2-propanediol degradation	-0.024521855681956396	0.6877758944884077	0.8473718688824613	0.7999999999999999	4	1.0	0	0
species:Enterocloster asparagiformis	PWY-4041: &gamma;-glutamyl cycle	-0.12172137634559552	0.04528747691896744	0.17420019592359287	0.09999999999999998	4	0.5	0	0
species:Enterocloster asparagiformis	GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	-0.020781193986986326	0.733437035677891	0.8737613866579185	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0.05009504985730162	0.41143410833138777	0.6555650284004605	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-2941: L-lysine biosynthesis II	0.05023347323679407	0.41014128730053484	0.6544247658631906	0.1	4	0.5	0	0
species:Enterocloster asparagiformis	RUMP-PWY: formaldehyde oxidation I	-0.028097976607457623	0.6451545508518919	0.821816925118473	0.39999999999999997	4	0.5	0	0
species:Enterocloster asparagiformis	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.12066271187242306	0.047207535346882365	0.1787848867518633	0.6	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	0.05479304773454854	0.36891201598701356	0.6172645692601467	0.7999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-5505: L-glutamate and L-glutamine biosynthesis	-0.011602861938150813	0.8492067064316976	0.932903851540133	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	P108-PWY: pyruvate fermentation to propanoate I	0.11399633056812086	0.06092276535254942	0.2094664600561389	0.9	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	0.07061536455665449	0.24664004285469907	0.49160728007828747	1.0	4	1.0	1	0
species:Enterocloster asparagiformis	PWY-6895: superpathway of thiamin diphosphate biosynthesis II	-0.007792002109499583	0.8984009843094809	0.956662480381819	0.5	4	0.5	0	0
species:Enterocloster asparagiformis	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	0.14231571141470883	0.019081964306410983	0.09905370706650585	0.7999999999999999	4	1.0	1	0
species:Enterocloster asparagiformis	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	-0.009085194103692087	0.8816539124722822	0.9485098128968971	0.5	4	0.5	0	0
species:Enterocloster asparagiformis	PWY0-781: aspartate superpathway	-0.13953828172384333	0.021577479208624427	0.10748565318698558	-0.6	4	0.25	0	0
species:Enterocloster asparagiformis	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.11500790237915073	0.05865155858902103	0.2047278111964491	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	-0.07694332430952519	0.2067096996652318	0.444106960661147	0.7999999999999999	4	0.75	0	0
species:Enterocloster asparagiformis	PWY-5690: TCA cycle II (plants and fungi)	-0.07532461963873226	0.21644938552010703	0.4566856279582212	0.39999999999999997	4	0.75	0	0
species:Enterocloster asparagiformis	P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	-0.13572379505653492	0.0254622547459686	0.12020682392265217	-0.7999999999999999	4	0.25	0	0
species:Enterocloster asparagiformis	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	-0.09732224185114366	0.10992785293727976	0.30402647315139625	0.3	4	0.5	0	0
species:Enterocloster asparagiformis	PYRIDNUCSAL-PWY: NAD salvage pathway I	-0.04783783858957782	0.43285283116102047	0.673168307738771	-0.1	4	0.5	0	0
species:Enterocloster asparagiformis	PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	0.009036087614860982	0.8822889384867433	0.9486778986195702	1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	-0.007636047636451194	0.9004238177862677	0.9575052182812942	1.0125574449829841e-18	4	0.5	0	0
species:Enterocloster asparagiformis	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	-0.06323329561368252	0.299652877211126	0.5501067035316817	0.09999999999999998	4	0.5	0	0
species:Enterocloster asparagiformis	PWY0-1479: tRNA processing	-0.156008180882356	0.010107920026617754	0.06432359746861968	-0.7	4	0.25	0	0
